sample_id,p_new_multiplier,n_robots,gamma_r_scale,lambda_loss,alpha,congestion_tolerance
225,0.561279296875,32,1.0478515625,2.33984375,0.61962890625,0.04682617187500001
226,0.612548828125,32,1.0478515625,2.33984375,0.61962890625,0.04682617187500001
227,0.612548828125,32,0.5966796875,2.33984375,0.61962890625,0.04682617187500001
228,0.612548828125,32,1.0478515625,4.03515625,0.61962890625,0.04682617187500001
229,0.612548828125,32,1.0478515625,2.33984375,0.94189453125,0.04682617187500001
230,0.612548828125,32,1.0478515625,2.33984375,0.61962890625,0.073896484375
231,0.612548828125,32,0.5966796875,4.03515625,0.94189453125,0.073896484375
232,0.561279296875,32,0.5966796875,4.03515625,0.94189453125,0.073896484375
233,0.561279296875,32,1.0478515625,4.03515625,0.94189453125,0.073896484375
234,0.561279296875,32,0.5966796875,2.33984375,0.94189453125,0.073896484375
235,0.561279296875,32,0.5966796875,4.03515625,0.61962890625,0.073896484375
236,0.561279296875,32,0.5966796875,4.03515625,0.94189453125,0.04682617187500001
237,0.561279296875,32,0.5966796875,4.03515625,0.94189453125,0.073896484375
238,2.487548828125,64,0.5478515625,4.33984375,0.86962890625,0.091826171875
239,2.436279296875,64,0.5478515625,4.33984375,0.86962890625,0.091826171875
240,2.487548828125,64,0.5478515625,4.33984375,0.86962890625,0.091826171875
241,2.487548828125,64,1.0966796875,4.33984375,0.86962890625,0.091826171875
242,2.487548828125,64,0.5478515625,2.03515625,0.86962890625,0.091826171875
243,2.487548828125,64,0.5478515625,4.33984375,0.69189453125,0.091826171875
244,2.487548828125,64,0.5478515625,4.33984375,0.86962890625,0.028896484375000003
245,2.487548828125,64,1.0966796875,2.03515625,0.69189453125,0.028896484375000003
246,2.436279296875,64,1.0966796875,2.03515625,0.69189453125,0.028896484375000003
247,2.436279296875,64,0.5478515625,2.03515625,0.69189453125,0.028896484375000003
248,2.436279296875,64,1.0966796875,4.33984375,0.69189453125,0.028896484375000003
249,2.436279296875,64,1.0966796875,2.03515625,0.86962890625,0.028896484375000003
250,2.436279296875,64,1.0966796875,2.03515625,0.69189453125,0.091826171875
251,2.436279296875,64,1.0966796875,2.03515625,0.69189453125,0.028896484375000003
252,3.425048828125,64,1.2978515625,1.33984375,0.99462890625,0.06932617187500001
253,1.498779296875,64,1.2978515625,1.33984375,0.99462890625,0.06932617187500001
254,3.425048828125,128,1.2978515625,1.33984375,0.99462890625,0.06932617187500001
255,3.425048828125,64,1.3466796875,1.33984375,0.99462890625,0.06932617187500001
256,3.425048828125,64,1.2978515625,1.03515625,0.99462890625,0.06932617187500001
257,3.425048828125,64,1.2978515625,1.33984375,0.56689453125,0.06932617187500001
258,3.425048828125,64,1.2978515625,1.33984375,0.99462890625,0.05139648437500001
259,3.425048828125,128,1.3466796875,1.03515625,0.56689453125,0.05139648437500001
260,1.498779296875,64,1.3466796875,1.03515625,0.56689453125,0.05139648437500001
261,1.498779296875,128,1.2978515625,1.03515625,0.56689453125,0.05139648437500001
262,1.498779296875,128,1.3466796875,1.33984375,0.56689453125,0.05139648437500001
263,1.498779296875,128,1.3466796875,1.03515625,0.99462890625,0.05139648437500001
264,1.498779296875,128,1.3466796875,1.03515625,0.56689453125,0.06932617187500001
265,1.498779296875,128,1.3466796875,1.03515625,0.56689453125,0.05139648437500001
266,1.550048828125,128,0.7978515625,3.33984375,0.74462890625,0.024326171875000004
267,3.373779296875,128,0.7978515625,3.33984375,0.74462890625,0.024326171875000004
268,1.550048828125,64,0.7978515625,3.33984375,0.74462890625,0.024326171875000004
269,1.550048828125,128,0.8466796875,3.33984375,0.74462890625,0.024326171875000004
270,1.550048828125,128,0.7978515625,3.03515625,0.74462890625,0.024326171875000004
271,1.550048828125,128,0.7978515625,3.33984375,0.81689453125,0.024326171875000004
272,1.550048828125,128,0.7978515625,3.33984375,0.74462890625,0.09639648437500001
273,1.550048828125,64,0.8466796875,3.03515625,0.81689453125,0.09639648437500001
274,3.373779296875,128,0.8466796875,3.03515625,0.81689453125,0.09639648437500001
275,3.373779296875,64,0.7978515625,3.03515625,0.81689453125,0.09639648437500001
276,3.373779296875,64,0.8466796875,3.33984375,0.81689453125,0.09639648437500001
277,3.373779296875,64,0.8466796875,3.03515625,0.74462890625,0.09639648437500001
278,3.373779296875,64,0.8466796875,3.03515625,0.81689453125,0.024326171875000004
279,3.373779296875,64,0.8466796875,3.03515625,0.81689453125,0.09639648437500001
280,2.018798828125,64,0.6728515625,3.83984375,0.68212890625,0.03557617187500001
281,1.967529296875,64,0.6728515625,3.83984375,0.68212890625,0.03557617187500001
282,2.018798828125,128,0.6728515625,3.83984375,0.68212890625,0.03557617187500001
283,2.018798828125,64,1.4716796875,3.83984375,0.68212890625,0.03557617187500001
284,2.018798828125,64,0.6728515625,2.53515625,0.68212890625,0.03557617187500001
285,2.018798828125,64,0.6728515625,3.83984375,0.50439453125,0.03557617187500001
286,2.018798828125,64,0.6728515625,3.83984375,0.68212890625,0.085146484375
287,2.018798828125,128,1.4716796875,2.53515625,0.50439453125,0.085146484375
288,1.967529296875,64,1.4716796875,2.53515625,0.50439453125,0.085146484375
289,1.967529296875,128,0.6728515625,2.53515625,0.50439453125,0.085146484375
290,1.967529296875,128,1.4716796875,3.83984375,0.50439453125,0.085146484375
291,1.967529296875,128,1.4716796875,2.53515625,0.68212890625,0.085146484375
292,1.967529296875,128,1.4716796875,2.53515625,0.50439453125,0.03557617187500001
293,1.967529296875,128,1.4716796875,2.53515625,0.50439453125,0.085146484375
294,3.893798828125,128,1.1728515625,1.83984375,0.93212890625,0.080576171875
295,3.842529296875,128,1.1728515625,1.83984375,0.93212890625,0.080576171875
296,3.893798828125,32,1.1728515625,1.83984375,0.93212890625,0.080576171875
297,3.893798828125,128,0.9716796875,1.83984375,0.93212890625,0.080576171875
298,3.893798828125,128,1.1728515625,4.53515625,0.93212890625,0.080576171875
299,3.893798828125,128,1.1728515625,1.83984375,0.75439453125,0.080576171875
300,3.893798828125,128,1.1728515625,1.83984375,0.93212890625,0.040146484375000006
301,3.893798828125,32,0.9716796875,4.53515625,0.75439453125,0.040146484375000006
302,3.842529296875,128,0.9716796875,4.53515625,0.75439453125,0.040146484375000006
303,3.842529296875,32,1.1728515625,4.53515625,0.75439453125,0.040146484375000006
304,3.842529296875,32,0.9716796875,1.83984375,0.75439453125,0.040146484375000006
305,3.842529296875,32,0.9716796875,4.53515625,0.93212890625,0.040146484375000006
306,3.842529296875,32,0.9716796875,4.53515625,0.75439453125,0.080576171875
307,3.842529296875,32,0.9716796875,4.53515625,0.75439453125,0.040146484375000006
308,2.956298828125,16,0.9228515625,4.83984375,0.80712890625,0.058076171875000006
309,1.030029296875,16,0.9228515625,4.83984375,0.80712890625,0.058076171875000006
310,2.956298828125,16,0.9228515625,4.83984375,0.80712890625,0.058076171875000006
311,2.956298828125,16,0.7216796875,4.83984375,0.80712890625,0.058076171875000006
312,2.956298828125,16,0.9228515625,3.53515625,0.80712890625,0.058076171875000006
313,2.956298828125,16,0.9228515625,4.83984375,0.87939453125,0.058076171875000006
314,2.956298828125,16,0.9228515625,4.83984375,0.80712890625,0.017646484375
315,2.956298828125,16,0.7216796875,3.53515625,0.87939453125,0.017646484375
316,1.030029296875,16,0.7216796875,3.53515625,0.87939453125,0.017646484375
317,1.030029296875,16,0.9228515625,3.53515625,0.87939453125,0.017646484375
318,1.030029296875,16,0.7216796875,4.83984375,0.87939453125,0.017646484375
319,1.030029296875,16,0.7216796875,3.53515625,0.80712890625,0.017646484375
320,1.030029296875,16,0.7216796875,3.53515625,0.87939453125,0.058076171875000006
321,1.030029296875,16,0.7216796875,3.53515625,0.87939453125,0.017646484375
322,1.081298828125,64,1.4228515625,2.83984375,0.55712890625,0.013076171875
323,2.905029296875,64,1.4228515625,2.83984375,0.55712890625,0.013076171875
324,1.081298828125,64,1.4228515625,2.83984375,0.55712890625,0.013076171875
325,1.081298828125,64,1.2216796875,2.83984375,0.55712890625,0.013076171875
326,1.081298828125,64,1.4228515625,1.53515625,0.55712890625,0.013076171875
327,1.081298828125,64,1.4228515625,2.83984375,0.62939453125,0.013076171875
328,1.081298828125,64,1.4228515625,2.83984375,0.55712890625,0.062646484375
329,1.081298828125,64,1.2216796875,1.53515625,0.62939453125,0.062646484375
330,2.905029296875,64,1.2216796875,1.53515625,0.62939453125,0.062646484375
331,2.905029296875,64,1.4228515625,1.53515625,0.62939453125,0.062646484375
332,2.905029296875,64,1.2216796875,2.83984375,0.62939453125,0.062646484375
333,2.905029296875,64,1.2216796875,1.53515625,0.55712890625,0.062646484375
334,2.905029296875,64,1.2216796875,1.53515625,0.62939453125,0.013076171875
335,2.905029296875,64,1.2216796875,1.53515625,0.62939453125,0.062646484375
336,0.846923828125,64,0.9853515625,1.58984375,0.83837890625,0.029951171875
337,1.733154296875,64,0.9853515625,1.58984375,0.83837890625,0.029951171875
338,0.846923828125,128,0.9853515625,1.58984375,0.83837890625,0.029951171875
339,0.846923828125,64,1.4091796875,1.58984375,0.83837890625,0.029951171875
340,0.846923828125,64,0.9853515625,3.28515625,0.83837890625,0.029951171875
341,0.846923828125,64,0.9853515625,1.58984375,0.66064453125,0.029951171875
342,0.846923828125,64,0.9853515625,1.58984375,0.83837890625,0.06827148437500001
343,0.846923828125,128,1.4091796875,3.28515625,0.66064453125,0.06827148437500001
344,1.733154296875,64,1.4091796875,3.28515625,0.66064453125,0.06827148437500001
345,1.733154296875,128,0.9853515625,3.28515625,0.66064453125,0.06827148437500001
346,1.733154296875,128,1.4091796875,1.58984375,0.66064453125,0.06827148437500001
347,1.733154296875,128,1.4091796875,3.28515625,0.83837890625,0.06827148437500001
348,1.733154296875,128,1.4091796875,3.28515625,0.66064453125,0.029951171875
349,1.733154296875,128,1.4091796875,3.28515625,0.66064453125,0.06827148437500001
350,2.721923828125,128,1.4853515625,3.58984375,0.58837890625,0.074951171875
351,3.608154296875,128,1.4853515625,3.58984375,0.58837890625,0.074951171875
352,2.721923828125,32,1.4853515625,3.58984375,0.58837890625,0.074951171875
353,2.721923828125,128,0.9091796875,3.58984375,0.58837890625,0.074951171875
354,2.721923828125,128,1.4853515625,1.28515625,0.58837890625,0.074951171875
